# Generated by Tools/threads/flagoff-ledger.py (--base origin/main). One row per pre-existing function that has code the branch added
# outside every flag-on gate. Columns verdict, reason, reviewer are maintained by hand and survive regeneration.
# verdict: shape | restored | deliberate | data | fail-stop | lock | atomic | upstream-fix | flag-on-arm (see docs/threads/FLAG-OFF-LANDING.md L3).
file	function	ungated_lines	auto	verdict	reason	reviewer	note
Source/JavaScriptCore/dfg/DFGSpeculativeJIT.cpp	void SpeculativeJIT::compileLoopHint(Node* node)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/dfg/DFGSpeculativeJIT.cpp	void SpeculativeJIT::compileMakeAtomString(Node* node)	2	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/dfg/DFGSpeculativeJIT.cpp	void SpeculativeJIT::compileMakeRope(Node* node)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/dfg/DFGSpeculativeJIT.cpp	void SpeculativeJIT::compileNewArray(Node* node)	18	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/dfg/DFGSpeculativeJIT.cpp	void SpeculativeJIT::compileNewArrayWithSize(Node* node)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/dfg/DFGSpeculativeJIT.cpp	void SpeculativeJIT::compileNewArrayWithSpread(Node* node)	16	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/dfg/DFGSpeculativeJIT.cpp	void SpeculativeJIT::compileNewButterflyWithSize(Node* node)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/dfg/DFGSpeculativeJIT.cpp	void SpeculativeJIT::compileNewObject(Node* node)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/dfg/DFGSpeculativeJIT.cpp	void SpeculativeJIT::compileNukeStructureAndSetButterfly(Node* node)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/dfg/DFGSpeculativeJIT.cpp	void SpeculativeJIT::compileNumberToStringWithValidRadixConstant(Node* node, int32_t radix)	2	other				
Source/JavaScriptCore/dfg/DFGSpeculativeJIT.cpp	void SpeculativeJIT::compileObjectDefinePropertyFromFields(Node* node)	1	other				
Source/JavaScriptCore/dfg/DFGSpeculativeJIT.cpp	void SpeculativeJIT::compilePerformPromiseThenOneHandler(Node* node)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/dfg/DFGSpeculativeJIT.cpp	void SpeculativeJIT::compilePutByOffset(Node* node)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/dfg/DFGSpeculativeJIT.cpp	void SpeculativeJIT::compilePutInternalField(Node* node)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/dfg/DFGSpeculativeJIT.cpp	void SpeculativeJIT::compileReallocatePropertyStorage(Node* node)	7	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/dfg/DFGSpeculativeJIT.cpp	void SpeculativeJIT::compileRecordRegExpCachedResult(Node* node)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/dfg/DFGSpeculativeJIT.cpp	void SpeculativeJIT::compileSpread(Node* node)	9	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/dfg/DFGSpeculativeJIT.cpp	void SpeculativeJIT::compileToStringOrCallStringConstructorOrStringValueOf(Node* node)	3	other				
Source/JavaScriptCore/dfg/DFGSpeculativeJIT.cpp	void SpeculativeJIT::emitAllocateButterfly(GPRReg storageResultGPR, GPRReg sizeGPR, GPRReg scratch1, GPRReg scratch2, GPRReg scratch3, JumpList& slowCases)	3	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/dfg/DFGSpeculativeJIT.cpp	void SpeculativeJIT::emitAllocateRawObject(GPRReg resultGPR, RegisteredStructure structure, GPRReg storageGPR, unsigned numElements, unsigned vectorLength)	19	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/dfg/DFGSpeculativeJIT.cpp	void SpeculativeJIT::emitInitializeButterfly(GPRReg storageGPR, GPRReg sizeGPR, GPRReg emptyValueGPR, GPRReg scratchGPR)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/dfg/DFGSpeculativeJIT.cpp	void SpeculativeJIT::emitNewTypedArrayWithSizeInRegister(Node* node, TypedArrayType typedArrayType, RegisteredStructure structure, GPRReg sizeGPR)	2	other				
Source/JavaScriptCore/dfg/DFGSpeculativeJIT.h	void prepareForExternalCall()	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/dfg/DFGSpeculativeJIT64.cpp	template<typename MapOrSet> void SpeculativeJIT::compileMapGetImpl(Node* node)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/dfg/DFGSpeculativeJIT64.cpp	void SpeculativeJIT::compile(Node* node)	26	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/dfg/DFGSpeculativeJIT64.cpp	void SpeculativeJIT::compileArrayUnshift(Node* node)	12	other				
Source/JavaScriptCore/dfg/DFGSpeculativeJIT64.cpp	void SpeculativeJIT::compileEnumeratorPutByVal(Node* node)	5	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/dfg/DFGSpeculativeJIT64.cpp	void SpeculativeJIT::compileGetByVal(Node* node, const ScopedLambda<std::tuple<GPRReg, DataFormat>(DataFormat preferredFormat, bool needsFlush)>& prefix)	9	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/dfg/DFGSpeculativeJIT64.cpp	void SpeculativeJIT::compileMultiGetByVal(Node* node)	6	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/dfg/DFGSpeculativeJIT64.cpp	void SpeculativeJIT::compileMultiPutByVal(Node* node)	5	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/dfg/DFGSpeculativeJIT64.cpp	void SpeculativeJIT::compileRegExpStringIteratorNext(Node* node)	6	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/dfg/DFGSpeculativeJIT64.cpp	void SpeculativeJIT::compileRegExpTestInline(Node* node)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/dfg/DFGSpeculativeJIT64.cpp	void SpeculativeJIT::emitCall(Node* node)	5	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/dfg/DFGStrengthReductionPhase.cpp	void handleNode()	2	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/dfg/DFGThunks.cpp	MacroAssemblerCodeRef<JITThunkPtrTag> osrEntryThunkGenerator(VM& vm)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/dfg/DFGThunks.cpp	MacroAssemblerCodeRef<JITThunkPtrTag> osrExitGenerationThunkGenerator(VM& vm)	16	fail-stop,gate-test				
Source/JavaScriptCore/dfg/DFGTierUpCheckInjectionPhase.cpp	bool run()	1	other				
Source/JavaScriptCore/dfg/DFGToFTLForOSREntryDeferredCompilationCallback.cpp	void ToFTLForOSREntryDeferredCompilationCallback::compilationDidBecomeReadyAsynchronously( CodeBlock* codeBlock, CodeBlock* profiledDFGCodeBlock)	1	relaxed-atomic				
Source/JavaScriptCore/dfg/DFGToFTLForOSREntryDeferredCompilationCallback.cpp	void ToFTLForOSREntryDeferredCompilationCallback::compilationDidComplete( CodeBlock* codeBlock, CodeBlock* profiledDFGCodeBlock, CompilationResult result)	1	other				
Source/JavaScriptCore/dfg/DFGValidate.cpp	void validate()	2	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/domjit/DOMJITEffect.h	constexpr bool isTop() const	8	other				
Source/JavaScriptCore/ffi/FFICallHost.cpp	static ALWAYS_INLINE EncodedJSValue ffiCall(JSGlobalObject* globalObject, CallFrame* callFrame)	2	other				
Source/JavaScriptCore/ffi/FFICallbackThunk.cpp	public: explicit CallbackEntryScope(VM& vm) : m_vm(vm)	6	other				
Source/JavaScriptCore/ffi/FFICallbackThunk.cpp	~CallbackEntryScope()	6	other				
Source/JavaScriptCore/ffi/FFIDFGCodegen.cpp	void SpeculativeJIT::compileCallFFI(Node* node)	2	other				
Source/JavaScriptCore/ffi/FFIICStub.cpp	void emitConvertArgument(CCallHelpers& jit, Type type, CCallHelpers::Address argument, CCallHelpers::Address slot, CCallHelpers::JumpList& slowPath)	2	other				
Source/JavaScriptCore/ffi/JSFFICallback.cpp	JSFFICallback* JSFFICallback::create(VM& vm, JSGlobalObject* globalObject, Structure* structure, JSObject* callable, Ref<FFI::Signature>&& signature, bool threa	2	other				
Source/JavaScriptCore/ffi/JSFFIFunction.cpp	JSFFIFunction* JSFFIFunction::create(VM& vm, JSGlobalObject* globalObject, Structure* structure, Ref<FFI::Signature>&& signatureRef, void* target, const String&	2	other				
Source/JavaScriptCore/ftl/FTLCapabilities.cpp	inline CapabilityLevel canCompile(DFG::Node* node)	3	other				
Source/JavaScriptCore/ftl/FTLForOSREntryJITCode.cpp	void ForOSREntryJITCode::initializeEntryBuffer(VM& vm, unsigned numCalleeLocals)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/ftl/FTLJITCode.cpp	void JITCode::shrinkToFit()	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/ftl/FTLJITFinalizer.cpp	bool JITFinalizer::finalize()	10	fail-stop	fail-stop	a RELEASE_ASSERT or crash that flag off never reaches with the invariant it states	tool	
Source/JavaScriptCore/ftl/FTLLazySlowPath.cpp	void LazySlowPath::generate(CodeBlock* codeBlock)	3	relaxed-atomic,gate-test				
Source/JavaScriptCore/ftl/FTLLocation.cpp	void Location::restoreInto(MacroAssembler& jit, char* savedRegisters, GPRReg result, unsigned numFramesToPop) const	2	fail-stop	fail-stop	a RELEASE_ASSERT or crash that flag off never reaches with the invariant it states	tool	
Source/JavaScriptCore/ftl/FTLLowerDFGToB3.cpp	IGNORE_CLANG_WARNINGS_END LValue compileGetByValImpl()	20	debug-assert	debug-assert	assertion only: no release-build code	tool	
Source/JavaScriptCore/ftl/FTLLowerDFGToB3.cpp	IGNORE_CLANG_WARNINGS_END void compileGetVectorLength()	5	other				
Source/JavaScriptCore/ftl/FTLLowerDFGToB3.cpp	LValue getPrivateName(LValue base, LValue property)	13	debug-assert	debug-assert	assertion only: no release-build code	tool	
Source/JavaScriptCore/ftl/FTLLowerDFGToB3.cpp	std::tuple<bool, CodeGenerationResult> compileNode(unsigned nodeIndex)	11	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/ftl/FTLLowerDFGToB3.cpp	template<DelByKind kind, typename SubscriptKind> void compileDelBy(LValue base, SubscriptKind subscriptValue)	27	debug-assert	debug-assert	assertion only: no release-build code	tool	
Source/JavaScriptCore/ftl/FTLLowerDFGToB3.cpp	unsigned compileBlock(DFG::BasicBlock* block)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/ftl/FTLLowerDFGToB3.cpp	void cachedPutById(Node* node, LValue base, LValue value, AccessType accessType)	19	other				
Source/JavaScriptCore/ftl/FTLLowerDFGToB3.cpp	void compileArrayIndexOfOrArrayIncludes()	1	other				
Source/JavaScriptCore/ftl/FTLLowerDFGToB3.cpp	void compileArrayPop()	5	other				
Source/JavaScriptCore/ftl/FTLLowerDFGToB3.cpp	void compileArrayPush()	16	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/ftl/FTLLowerDFGToB3.cpp	void compileArrayShift()	5	other				
Source/JavaScriptCore/ftl/FTLLowerDFGToB3.cpp	void compileArraySlice()	4	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/ftl/FTLLowerDFGToB3.cpp	void compileArraySortCommit()	4	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/ftl/FTLLowerDFGToB3.cpp	void compileArraySortCompact()	5	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/ftl/FTLLowerDFGToB3.cpp	void compileArraySplice()	9	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/ftl/FTLLowerDFGToB3.cpp	void compileArrayUnshift()	6	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/ftl/FTLLowerDFGToB3.cpp	void compileCheckDetached()	4	other				
Source/JavaScriptCore/ftl/FTLLowerDFGToB3.cpp	void compileClearCatchLocals()	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/ftl/FTLLowerDFGToB3.cpp	void compileCompareStrictEq()	292	debug-assert,relaxed-atomic,gate-test				
Source/JavaScriptCore/ftl/FTLLowerDFGToB3.cpp	void compileCreateThis()	3	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/ftl/FTLLowerDFGToB3.cpp	void compileExtractCatchLocal()	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/ftl/FTLLowerDFGToB3.cpp	void compileExtractOSREntryLocal()	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/ftl/FTLLowerDFGToB3.cpp	void compileGetButterfly()	2	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/ftl/FTLLowerDFGToB3.cpp	void compileGetByValWithThis()	14	debug-assert	debug-assert	assertion only: no release-build code	tool	
Source/JavaScriptCore/ftl/FTLLowerDFGToB3.cpp	void compileMakeAtomString()	2	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/ftl/FTLLowerDFGToB3.cpp	void compileMakeRope()	4	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/ftl/FTLLowerDFGToB3.cpp	void compileMultiDeleteByOffset()	1	fail-stop,gate-test				
Source/JavaScriptCore/ftl/FTLLowerDFGToB3.cpp	void compileMultiGetByOffset()	3	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/ftl/FTLLowerDFGToB3.cpp	void compileMultiGetByVal()	6	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/ftl/FTLLowerDFGToB3.cpp	void compileMultiPutByOffset()	3	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/ftl/FTLLowerDFGToB3.cpp	void compileMultiPutByVal()	3	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/ftl/FTLLowerDFGToB3.cpp	void compileNewArray()	10	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/ftl/FTLLowerDFGToB3.cpp	void compileNewArrayWithSize()	4	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/ftl/FTLLowerDFGToB3.cpp	void compileNewArrayWithSpread()	9	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/ftl/FTLLowerDFGToB3.cpp	void compileNewSymbol()	1	other				
Source/JavaScriptCore/ftl/FTLLowerDFGToB3.cpp	void compileNukeStructureAndSetButterfly()	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
